"exercise_id","assignment_id","SHA2(CONCAT(vs.user_id+'secret'), 224)","response","title","description","task_json"
"50717","7252","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Speicherplatzgr\u00f6\u00dfe\r\nReferenz""]","Wert von Objecten vs primitiven Datentypen","Was ist der konzeptuelle Unterschied zwischen dem Wert einer String Variablen und dem eines primitiven Datentyps?","{""answers"":[{""text"":""Die Variable eines primitiven Datentyps speichert den Inhalt an sich. Die Variable eines Strings, also eines Objektes, hat als Wert eine Referenz auf den eigentlichen Inhalt im Speicher."",""score"":1}]}"
"50720","7252","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""die Referenz der 1. Variable ist nun die Referenz der 2. variable. beide variablen zeigen auf den Inhalt der 2. variable.""]","Wertzuweisung zwischen Strings","Was passiert bei der Wertzuweisung von einer String-Variablen zu einer Anderen?","{""answers"":[{""text"":""Die Referenz wird kopiert. Danach zeigen beide String-Variablen auf dieselbe Zeichenkette."",""score"":1}]}"
"50721","7252","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""es wird nicht \u00fcberpr\u00fcft ob es schon einen string mit dem gleichen inhalt gibt, sondern ein neuer speicher mit einer neuen Referenz f\u00fcr den String erstellt.""]","Keyword `new`","Was passiert bei der Anweisung new String()?","{""answers"":[{""text"":""Das Keyword `new` erzeugt einen neuen, leeren String im Speicher und gibt anschlie\u00dfend die Referenz auf diesen String zur\u00fcck."",""score"":1}]}"
"50722","7252","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""kann mehrdimensional sein. Speichert einzelne primitive Datentypen in einer Reihenfolge und versieht sie mit Indizes, leichter zugriff. feste gr\u00f6\u00dfe.""]","Datenstruktur Array","Was ist ein Array?","{""answers"":[{""text"":""Ein Array ist eine Datenstruktur, die eine Sequenz von Variablen gleichen Typs enth\u00e4lt."",""score"":1}]}"
"50723","7252","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""die Elemente des arrays sind durchnummeriert, dh jedes element hat einen index.""]","Array Zugriff","Wodurch wird gewährleistet, dass in einem Array auf einzelne Element zugegriffen werden kann? Wie erfolgt der Zugriff?","{""answers"":[{""text"":""Die einzelnen Eintr\u00e4ge sind durchnummeriert. Man kann durch die Angabe ihres Indices auf sie zugreifen."",""score"":1}]}"
"50884","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Dadurch kann die Laufzeit f\u00fcr die Suche eines bestimmten elements verk\u00fcrzt werden""]","Grund fürs Sortieren","Warum macht es Sinn eine Menge zu sortieren?","{""answers"":[{""text"":""Das durchsuchen einer sortierten Menge ist deutlich schneller."",""score"":1}]}"
"50885","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Die Datenmenge wird von vorne bis hinten durchlaufen und das bislang gr\u00f6\u00dfte Element in einem extra Speicher aufbewahrt. und anschlie\u00dfend mit dem letzten Element getauscht. Dann wird die Datenmenge wieder durchgelaufen, aber nur bis zum vorletzten Element, wohin das gr\u00f6\u00dfte Element von dieser Runde getauscht wird. usw bis Datenmenge nur 1 element gro\u00df""]","Idee von SelectionSort","Was ist die Idee von SelectionSort?","{""answers"":[{""text"":""Die Idee ist, iterativ das gr\u00f6\u00dfte Element aus dem aktuellen Array auszusortieren."",""score"":1}]}"
"50886","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""SelectionSort braucht die gleiche Laufzeit f\u00fcr ein sortiertes array wie f\u00fcr ein unsortiertes, weil es nicht fr\u00fcher abbricht, sondern den Algorithmus f\u00fcr alle stellen des arrays durchf\u00fchrt.""]","Ineffizienz von SelectionSort","Was macht SelectionSort so ineffizient?","{""answers"":[{""text"":""Die f\u00fcr die Bestimmung des gr\u00f6\u00dften Elementes gemachten Vergleiche werden nicht wiederverwendet."",""score"":1}]}"
"50887","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""fehlstellungen korrigieren bis es keine mehr gibt""]","Sortieren von Nachbarn","Was ist die gemeinsame Grundidee von Sortierverfahren die auf Nachbartäuschen basieren?","{""answers"":[{""text"":""Die Sortierverfahren beruhen darauf benachbarte Elemente zu vergleichen und  Fehlstellungen zu korrigieren. Das Array wird so lange durchlaufen, bis alle Nachbarn richtig sortiert sind."",""score"":1}]}"
"50888","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Das array wird nur einmal durchgelaufen dh die Laufzeit ist n""]","BubbleSort","Warum sind Sortierverfahren die darauf beruhen Fehlstellungen von Nachbarn zu beheben im best-case besser als n*log(n)?","{""answers"":[{""text"":""Bei einem sortierten Array gibt es keine Fehlstellungen. Das Array muss deshalb nur einmal durchlaufen werden."",""score"":1}]}"
"50889","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Alle Vergleiche werden genutzt. Die Beziehung des Vaters zu seinen Kindern ist stets, dass der Vater gr\u00f6\u00dfer als seine Kinder ist. Das Maximum ist die Wurzel d.h. immer bekannt in einem Heap. Die Wurzel wird abgeschnitten und in ein Array gepackt, anschlie\u00dfend das letzte Blatt an den Platz der Wurzel gesetzt und der Baum wird zu einem Heap repariert, woraufhin das Maximum wieder bekannt ist und wieder abgeschnitten werden kann...""]","Idee HeapSort","Was ist die Idee von Heapsort?","{""answers"":[{""text"":""Die Elemente werden so in einem Bin\u00e4rbaum arrangiert, dass eine Kante immer einen Vergleich zwischen zwei Elementen darstellt, bei welchem der Vater das gr\u00f6\u00dfere Element ist. Die so gespeicherten Vergleichsinformationen verschnellern die Suche nach dem gr\u00f6\u00dften Element."",""score"":1}]}"
"50890","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Der vater ist gr\u00f6\u00dfer als das kind un ddas maximum ist die wurzel also bekannt!""]","Eigenschaften eines Heaps","Welche Eigenschaften eines Heaps sind essentiell für das sortieren?","{""answers"":[{""text"":""Der gr\u00f6\u00dfte Wert aller Knoten in jedem Teilbaum ist in dessen Wurzel. Ein Heap besitzt eine maximale Tiefe von log(n)."",""score"":1}]}"
"50891","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""er muss die maximale tiefe log(n) haben. Alle m\u00f6glichen Positionen sind besetzt. geringst m\u00f6gliche tiefe. Jeder Vater hat zwangsl\u00e4ufig 2 kinder au\u00dfer der letzte.""]","Struktur eines Heap","Wie muss ein Binärbaum strukturiert sein um ihn in einer Laufzeit von n*log(n) in einen Heap transformiert werden zu können? Die Binärbäume in den folgenden Aufgaben weisen stets diese Struktur auf.","{""answers"":[{""text"":""Alle Ebenen des Baumes, bis auf die letzte, m\u00fcssen vollst\u00e4ndig bef\u00fcllt sein. Die letzte Ebene muss vom linken Ende bis zum rechtesten Element vollst\u00e4ndig bef\u00fcllt sein."",""score"":1}]}"
"50892","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""die zwei kinder werden verglichen und das gr\u00f6\u00dfte der kinder wird mit dem vater getauscht wenn es gr\u00f6\u00dfer als der vater ist. diese operation wird durchgef\u00fchrt solange v kinder hat, dh es werden alle knoten auf der strecke auf der getausht wurde \u00fcberpr\u00fcft, bis man bei einem blatt ankommt. Die strecke bis man bei einem Blatt ankommt ist die tiefe eines baums, die maximal log(n ) ist. Dh es werden maximal log(n) tauschs durchgef\u00fchrt.""]","Heap reparieren","Wie wird aus einem Binärbaum dessen beiden Teilbäume selber Heaps sind ein Heap erstellt? Wieso benötigt diese Operation eine log(n) Schritte?","{""answers"":[{""text"":""Das Element in der Wurzel tauscht immer wieder die Position mit dem gr\u00f6\u00dferen seiner Kinder, bis es selber wieder ein Blatt ist oder gr\u00f6\u00dfer ist als beide Kinder. Der Bin\u00e4rbaum besitzt maximal log(n) Ebenen."",""score"":1}]}"
"50893","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""operation buildHeap f\u00e4ngt bei dem ersten Knoten von hinten das kein blatt ist( dh muss mindestens das linke kind haben welches im array die position 2i+1 hat wenn der knoten den index i hat) und f\u00fchrt die operation heapify. danach wird heapify bei dem knoten davor ausgef\u00fchrt usw bis man bei der wurzel angelangt ist.""]","Heap Initiierung","Wie wird der initiale Heap aus einem Binärbaum erstellt?","{""answers"":[{""text"":""Es wird in der vorletzten Ebene angefangen und in den Ebenen aufsteigend aus jedem Teilbaum des Bin\u00e4rbaumes ein Heap erstellt. Alle Bl\u00e4tter des Bin\u00e4rbaumes sind bereits Heaps und k\u00f6nnen daher ausgelassen werden."",""score"":1}]}"
"50894","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""eine operation die sich selbst aufruft (direkt oder indirekt)""]","Rekursion","Was ist eine rekursive Operation?","{""answers"":[{""text"":""Das ist eine Operation, die sich selbst wieder aufruft."",""score"":1}]}"
"50895","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Duvide and conquer. Ein Array wird so lange aufgeteilt bis es nur 1 element hat. Dann werden 2 sortierte teile des arrays in einem neu angelegten array \""gemischt\"" dh sortiert und in das urspr\u00fcngliche array \u00fcbertragen.""]","Idee MergeSort","Was ist die Idee des rekursiven MergeSort Algorithmus?","{""answers"":[{""text"":""Der Mergesort Algorithmus halbiert die zu sortierende Menge, sofern die Menge mehr als zwei Elemente enth\u00e4lt. Anschlie\u00dfend ruft er sich selbst an beiden Teilmenge auf, bevor er die sortierten Ergebnisse dann zusammenf\u00fcgt. Eine Menge von 2 oder weniger Elementen wird einfach sortiert zur\u00fcckgegeben."",""score"":1}]}"
"50884","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Um einen besseren \u00dcberblick zu bekommen und weitere Operationen durchf\u00fchren zu k\u00f6nnen.""]","Grund fürs Sortieren","Warum macht es Sinn eine Menge zu sortieren?","{""answers"":[{""text"":""Das durchsuchen einer sortierten Menge ist deutlich schneller."",""score"":1}]}"
"50885","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Man vergleicht einen Wert mit jedem aus der zu sortierenden Menge und reiht ihn dann an seinen richtigen Platz ein.""]","Idee von SelectionSort","Was ist die Idee von SelectionSort?","{""answers"":[{""text"":""Die Idee ist, iterativ das gr\u00f6\u00dfte Element aus dem aktuellen Array auszusortieren."",""score"":1}]}"
"50886","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Man nutzt die Information, die man durch jeden Vergleich erh\u00e4lt, nicht weiter, sondern k\u00fcmmert sich immer nur um ein Element.""]","Ineffizienz von SelectionSort","Was macht SelectionSort so ineffizient?","{""answers"":[{""text"":""Die f\u00fcr die Bestimmung des gr\u00f6\u00dften Elementes gemachten Vergleiche werden nicht wiederverwendet."",""score"":1}]}"
"50887","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Man nutzt jeden Vergleich.""]","Sortieren von Nachbarn","Was ist die gemeinsame Grundidee von Sortierverfahren die auf Nachbartäuschen basieren?","{""answers"":[{""text"":""Die Sortierverfahren beruhen darauf benachbarte Elemente zu vergleichen und  Fehlstellungen zu korrigieren. Das Array wird so lange durchlaufen, bis alle Nachbarn richtig sortiert sind."",""score"":1}]}"
"50888","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Weil im besten Fall das Array schon vorsortiert ist und nur einmal durchlaufen werden muss (um festzustellen dass jede einzelne Position passt).""]","BubbleSort","Warum sind Sortierverfahren die darauf beruhen Fehlstellungen von Nachbarn zu beheben im best-case besser als n*log(n)?","{""answers"":[{""text"":""Bei einem sortierten Array gibt es keine Fehlstellungen. Das Array muss deshalb nur einmal durchlaufen werden."",""score"":1}]}"
"50889","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Heapsort schreibt alle Positionen eines Arrays in einen Baum, wo immer die Wurzel den gr\u00f6\u00dften Wert hat und immer die Wurzel eines Teilbaums den gr\u00f6\u00dften Wert des Teilbaums.""]","Idee HeapSort","Was ist die Idee von Heapsort?","{""answers"":[{""text"":""Die Elemente werden so in einem Bin\u00e4rbaum arrangiert, dass eine Kante immer einen Vergleich zwischen zwei Elementen darstellt, bei welchem der Vater das gr\u00f6\u00dfere Element ist. Die so gespeicherten Vergleichsinformationen verschnellern die Suche nach dem gr\u00f6\u00dften Element."",""score"":1}]}"
"50890","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Dass die Wurzel jedes Teilbaums immer der gr\u00f6\u00dfte Wert des Teilbaums ist.""]","Eigenschaften eines Heaps","Welche Eigenschaften eines Heaps sind essentiell für das sortieren?","{""answers"":[{""text"":""Der gr\u00f6\u00dfte Wert aller Knoten in jedem Teilbaum ist in dessen Wurzel. Ein Heap besitzt eine maximale Tiefe von log(n)."",""score"":1}]}"
"50891","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Er muss schon vorsortiert sein.""]","Struktur eines Heap","Wie muss ein Binärbaum strukturiert sein um ihn in einer Laufzeit von n*log(n) in einen Heap transformiert werden zu können? Die Binärbäume in den folgenden Aufgaben weisen stets diese Struktur auf.","{""answers"":[{""text"":""Alle Ebenen des Baumes, bis auf die letzte, m\u00fcssen vollst\u00e4ndig bef\u00fcllt sein. Die letzte Ebene muss vom linken Ende bis zum rechtesten Element vollst\u00e4ndig bef\u00fcllt sein."",""score"":1}]}"
"50811","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Definition Parameter","Was ist ein Parameter?","{""answers"":[{""text"":""Ein Parameter ist eine lokale Variable eine Operation, die beim Aufruf von au\u00dfen mit einem Wert versehen werden kann."",""score"":1}]}"
"50812","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Definition lokale Variable","Was ist eine lokale Variable?","{""answers"":[{""text"":""Eine lokale Variable ist eine Variable die nur in einem bestimmten Kontext (Scope) definiert ist."",""score"":1}]}"
"50813","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Scope von Variablen","An welche Strukturellen Einheiten können Variable in Java gebunden werden?","{""answers"":[{""text"":""Variable in Java k\u00f6nnen an Bl\u00f6cke, Funktionen, Instanzen und Klassen gebunden werden."",""score"":1}]}"
"50892","7277","0ce8152aa92136af039b687c01c7dccfcb271f3db2d0ddcb3cfdd3e6","[""Heapify wird auf jeden Knoten der Teilb\u00e4ume angewandt. Weil man f\u00fcr jede Reparatur die Kanten entlang gehen muss, also dauert es die Tiefe des Baumes lang und die ist log(n).""]","Heap reparieren","Wie wird aus einem Binärbaum dessen beiden Teilbäume selber Heaps sind ein Heap erstellt? Wieso benötigt diese Operation eine log(n) Schritte?","{""answers"":[{""text"":""Das Element in der Wurzel tauscht immer wieder die Position mit dem gr\u00f6\u00dferen seiner Kinder, bis es selber wieder ein Blatt ist oder gr\u00f6\u00dfer ist als beide Kinder. Der Bin\u00e4rbaum besitzt maximal log(n) Ebenen."",""score"":1}]}"
"50814","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Definition globale Variable","Was ist eine globale Variable?","{""answers"":[{""text"":""Eine globale Variable ist eine auf welche von \u00fcberall innerhalb eines zugegriffen werden kann."",""score"":1}]}"
"50815","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Grund für lokale Variablen","Warum sind nicht einfach alle Variablen global?","{""answers"":[{""text"":""Das binden von Variablen an bestimmte Ausf\u00fchrungskontexte spart Speicherplatz und erlaubt die unabh\u00e4ngige Wiederverwendung von Variablennamen in verschiedenen Kontexten."",""score"":1}]}"
"50816","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Werterhaltung zwischen Operationen","Wie kann man Werte zwischen Operationen erhalten?","{""answers"":[{""text"":""Werte k\u00f6nnen \u00fcber Parameter und R\u00fcckgabewerte weitergegeben werden oder in einem gr\u00f6\u00dferen Kontext wie zum Beispiel einer Klasse oder global definiert werden."",""score"":1}]}"
"50817","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","""Call by value""","Was ist das Prinzip von “call by value”?","{""answers"":[{""text"":""\u201cCall by value\u201d bedeutet, dass bei der Parameter\u00fcbergabe die Kopie des Wertes einer Variablen \u00fcbergeben wird, sodass \u00c4nderungen dieses Wertes innerhalb der Funktion keinen Effekte auf den urspr\u00fcnglichen Wert hat."",""score"":1}]}"
"50818","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","""Call by reference""","Was ist das Prinzip von “call by reference”?","{""answers"":[{""text"":""\u201cCall by reference\u201d bedeutet, dass bei der Parameter\u00fcbergabe die Referenz selber \u00fcbergeben wird, sodass \u00c4nderungen der Referenz selber auch \u00fcber die Operation hinaus bestehen bleiben."",""score"":1}]}"
"50819","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Funktion von Paketen in Java","Wozu dienen Pakete in Java?","{""answers"":[{""text"":""Pakete k\u00f6nnen genutzt werden um Klassen semantisch zu gruppieren und gemeinsam verf\u00fcgbar zu machen."",""score"":1}]}"
"50820","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Paketzuordnung","Wie werden Klassen in Java einem Paket zugeordnet?","{""answers"":[{""text"":""Die Dateien der zum Paket zugeh\u00f6rigen Klassen m\u00fcssen im selben Verzeichnis liegen und dem Paket mit der Anweisung 'package <Verzeichnispfad>' hinzugef\u00fcgt werden."",""score"":1}]}"
"50821","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Sichtbarkeits Modifikatoren","Wozu dienen Modifikatoren public und private in Java?","{""answers"":[{""text"":""Die Modifikatoren regeln die Sichtbarkeit und Zugriffsberechtigungen von Feldern und Operationen von Klassen. Mit public deklarierte Felder sind von \u00fcberall sichtbar wohingegen mit private deklarierte Felder nur innerhalb der eigenen Klasse verf\u00fcgbar sind."",""score"":1}]}"
"50884","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Grund fürs Sortieren","Warum macht es Sinn eine Menge zu sortieren?","{""answers"":[{""text"":""Das durchsuchen einer sortierten Menge ist deutlich schneller."",""score"":1}]}"
"50885","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Idee von SelectionSort","Was ist die Idee von SelectionSort?","{""answers"":[{""text"":""Die Idee ist, iterativ das gr\u00f6\u00dfte Element aus dem aktuellen Array auszusortieren."",""score"":1}]}"
"50886","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Ineffizienz von SelectionSort","Was macht SelectionSort so ineffizient?","{""answers"":[{""text"":""Die f\u00fcr die Bestimmung des gr\u00f6\u00dften Elementes gemachten Vergleiche werden nicht wiederverwendet."",""score"":1}]}"
"50887","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Sortieren von Nachbarn","Was ist die gemeinsame Grundidee von Sortierverfahren die auf Nachbartäuschen basieren?","{""answers"":[{""text"":""Die Sortierverfahren beruhen darauf benachbarte Elemente zu vergleichen und  Fehlstellungen zu korrigieren. Das Array wird so lange durchlaufen, bis alle Nachbarn richtig sortiert sind."",""score"":1}]}"
"50888","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","BubbleSort","Warum sind Sortierverfahren die darauf beruhen Fehlstellungen von Nachbarn zu beheben im best-case besser als n*log(n)?","{""answers"":[{""text"":""Bei einem sortierten Array gibt es keine Fehlstellungen. Das Array muss deshalb nur einmal durchlaufen werden."",""score"":1}]}"
"50889","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Idee HeapSort","Was ist die Idee von Heapsort?","{""answers"":[{""text"":""Die Elemente werden so in einem Bin\u00e4rbaum arrangiert, dass eine Kante immer einen Vergleich zwischen zwei Elementen darstellt, bei welchem der Vater das gr\u00f6\u00dfere Element ist. Die so gespeicherten Vergleichsinformationen verschnellern die Suche nach dem gr\u00f6\u00dften Element."",""score"":1}]}"
"50890","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Eigenschaften eines Heaps","Welche Eigenschaften eines Heaps sind essentiell für das sortieren?","{""answers"":[{""text"":""Der gr\u00f6\u00dfte Wert aller Knoten in jedem Teilbaum ist in dessen Wurzel. Ein Heap besitzt eine maximale Tiefe von log(n)."",""score"":1}]}"
"50891","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Struktur eines Heap","Wie muss ein Binärbaum strukturiert sein um ihn in einer Laufzeit von n*log(n) in einen Heap transformiert werden zu können? Die Binärbäume in den folgenden Aufgaben weisen stets diese Struktur auf.","{""answers"":[{""text"":""Alle Ebenen des Baumes, bis auf die letzte, m\u00fcssen vollst\u00e4ndig bef\u00fcllt sein. Die letzte Ebene muss vom linken Ende bis zum rechtesten Element vollst\u00e4ndig bef\u00fcllt sein."",""score"":1}]}"
"50892","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Heap reparieren","Wie wird aus einem Binärbaum dessen beiden Teilbäume selber Heaps sind ein Heap erstellt? Wieso benötigt diese Operation eine log(n) Schritte?","{""answers"":[{""text"":""Das Element in der Wurzel tauscht immer wieder die Position mit dem gr\u00f6\u00dferen seiner Kinder, bis es selber wieder ein Blatt ist oder gr\u00f6\u00dfer ist als beide Kinder. Der Bin\u00e4rbaum besitzt maximal log(n) Ebenen."",""score"":1}]}"
"50893","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Heap Initiierung","Wie wird der initiale Heap aus einem Binärbaum erstellt?","{""answers"":[{""text"":""Es wird in der vorletzten Ebene angefangen und in den Ebenen aufsteigend aus jedem Teilbaum des Bin\u00e4rbaumes ein Heap erstellt. Alle Bl\u00e4tter des Bin\u00e4rbaumes sind bereits Heaps und k\u00f6nnen daher ausgelassen werden."",""score"":1}]}"
"50894","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Rekursion","Was ist eine rekursive Operation?","{""answers"":[{""text"":""Das ist eine Operation, die sich selbst wieder aufruft."",""score"":1}]}"
"50895","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Idee MergeSort","Was ist die Idee des rekursiven MergeSort Algorithmus?","{""answers"":[{""text"":""Der Mergesort Algorithmus halbiert die zu sortierende Menge, sofern die Menge mehr als zwei Elemente enth\u00e4lt. Anschlie\u00dfend ruft er sich selbst an beiden Teilmenge auf, bevor er die sortierten Ergebnisse dann zusammenf\u00fcgt. Eine Menge von 2 oder weniger Elementen wird einfach sortiert zur\u00fcckgegeben."",""score"":1}]}"
"50896","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""""]","Laufzeitherleitung MergeSort","Stellen Sie sich die rekursive Aufteilung der zu sortierenden Menge in einem Binärbaum vor. Erklären sie anhand der Struktur dieses Binärbaumes warum MergeSort in der Laufzeitklasse O(n*log(n)) liegt.","{""answers"":[{""text"":""Auf jeder Ebene des Baumes sind alle n Elemente vorhanden. Beim mischen m\u00fcssen also auf jeder Ebene insgesamt n Elemente wieder vermischt werden. Der Baum hat maximal log(n) Ebenen. Es m\u00fcssen also log(n) mal alle n Elemente gemischt werden."",""score"":1}]}"
"50892","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""""]","Heap reparieren","Wie wird aus einem Binärbaum dessen beiden Teilbäume selber Heaps sind ein Heap erstellt? Wieso benötigt diese Operation eine log(n) Schritte?","{""answers"":[{""text"":""Das Element in der Wurzel tauscht immer wieder die Position mit dem gr\u00f6\u00dferen seiner Kinder, bis es selber wieder ein Blatt ist oder gr\u00f6\u00dfer ist als beide Kinder. Der Bin\u00e4rbaum besitzt maximal log(n) Ebenen."",""score"":1}]}"
"50712","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Funktion von Datentypen","Was ist die Funktion von Datentypen?","{""answers"":[{""text"":""Datentypen dienen zur unterschiedlichen semantischen Interpretation von bin\u00e4ren Werten."",""score"":1}]}"
"50713","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Datentyp Char","Was repräsentiert der Datentyp Char?","{""answers"":[{""text"":""Der Datentyp Char repr\u00e4sentiert einzelne Zeichen."",""score"":1}]}"
"50714","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Definition Typecasting","Was versteht man unter Typecasting?","{""answers"":[{""text"":""Darunter versteht man die Umwandlung des Datentyps eines bestimmten Wertes in einen anderen."",""score"":1}]}"
"50715","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Addition von Chars","Warum ergibt die Operation ‘a’ + ‘b’ 195 und nicht “ab”?","{""answers"":[{""text"":""Chars sind intern als 16 bit Bin\u00e4rzahlen repr\u00e4sentiert. Bei einer Rechenoperation mit Chars werden diese als Integer interpretiert."",""score"":1}]}"
"50716","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Addition von Strings","Warum ergibt die Operation “a” + “b” “ab” und nicht 195?","{""answers"":[{""text"":""Strings sind intern als Zeichenketten gespeichert. Der \u2018+\u2019 Operator vollf\u00fchrt also eine Verkettung der einzelnen Ketten."",""score"":1}]}"
"50717","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Wert von Objecten vs primitiven Datentypen","Was ist der konzeptuelle Unterschied zwischen dem Wert einer String Variablen und dem eines primitiven Datentyps?","{""answers"":[{""text"":""Die Variable eines primitiven Datentyps speichert den Inhalt an sich. Die Variable eines Strings, also eines Objektes, hat als Wert eine Referenz auf den eigentlichen Inhalt im Speicher."",""score"":1}]}"
"50718","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Funktion vom Vergleichsoperator `==`?","Was macht der Vergleichsoperator `==` ?","{""answers"":[{""text"":""Er vergleicht den Wert von Variablen."",""score"":1}]}"
"50719","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Vergleichen von Strings","Wie ist es möglich, dass inhaltsgleiche Strings vom Vergleichsoperator `==` als ungleich bewertet werden?","{""answers"":[{""text"":""Beim Vergleichen von Strings mit dem Vergleichsoperator `==` werden die Referenzen verglichen und nicht die Zeichenketten an sich."",""score"":1}]}"
"50720","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Wertzuweisung zwischen Strings","Was passiert bei der Wertzuweisung von einer String-Variablen zu einer Anderen?","{""answers"":[{""text"":""Die Referenz wird kopiert. Danach zeigen beide String-Variablen auf dieselbe Zeichenkette."",""score"":1}]}"
"50721","7252","91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f","[""""]","Keyword `new`","Was passiert bei der Anweisung new String()?","{""answers"":[{""text"":""Das Keyword `new` erzeugt einen neuen, leeren String im Speicher und gibt anschlie\u00dfend die Referenz auf diesen String zur\u00fcck."",""score"":1}]}"
